component_1,component_2,component_3,vol_vol_pcnt_1,vol_vol_pcnt_2,vol_vol_pcnt_3,conc_1,conc_2,conc_3,speed_disp,total_pcnt
hspc,vite,peg2000,90,5,5,75,75,75,400,100
hspc,vite,peg2000,90,5,5,75,75,75,120,100
hspc,vite,peg2000,90,5,5,75,75,75,30,100
hspc,vite,peg2000,90,5,5,75,75,50,400,100
hspc,vite,peg2000,90,5,5,75,75,50,120,100
hspc,vite,peg2000,90,5,5,75,75,50,30,100
hspc,vite,peg2000,90,5,5,75,75,30,400,100
hspc,vite,peg2000,90,5,5,75,75,30,120,100
hspc,vite,peg2000,90,5,5,75,75,30,30,100
hspc,vite,peg2000,90,5,5,75,75,25,400,100
hspc,vite,peg2000,90,5,5,75,75,25,120,100
hspc,vite,peg2000,90,5,5,75,75,25,30,100
hspc,vite,peg2000,90,5,5,75,75,20,400,100
hspc,vite,peg2000,90,5,5,75,75,20,120,100
hspc,vite,peg2000,90,5,5,75,75,20,30,100
hspc,vite,peg2000,90,5,5,75,75,10,400,100
hspc,vite,peg2000,90,5,5,75,75,10,120,100
hspc,vite,peg2000,90,5,5,75,75,10,30,100
hspc,vite,peg2000,90,5,5,75,75,5,400,100
hspc,vite,peg2000,90,5,5,75,75,5,120,100
hspc,vite,peg2000,90,5,5,75,75,5,30,100
hspc,vite,peg2000,90,5,5,75,50,75,400,100
hspc,vite,peg2000,90,5,5,75,50,75,120,100
hspc,vite,peg2000,90,5,5,75,50,75,30,100
hspc,vite,peg2000,90,5,5,75,50,50,400,100
hspc,vite,peg2000,90,5,5,75,50,50,120,100
hspc,vite,peg2000,90,5,5,75,50,50,30,100
hspc,vite,peg2000,90,5,5,75,50,30,400,100
hspc,vite,peg2000,90,5,5,75,50,30,120,100
hspc,vite,peg2000,90,5,5,75,50,30,30,100
hspc,vite,peg2000,90,5,5,75,50,25,400,100
hspc,vite,peg2000,90,5,5,75,50,25,120,100
hspc,vite,peg2000,90,5,5,75,50,25,30,100
hspc,vite,peg2000,90,5,5,75,50,20,400,100
hspc,vite,peg2000,90,5,5,75,50,20,120,100
hspc,vite,peg2000,90,5,5,75,50,20,30,100
hspc,vite,peg2000,90,5,5,75,50,10,400,100
hspc,vite,peg2000,90,5,5,75,50,10,120,100
hspc,vite,peg2000,90,5,5,75,50,10,30,100
hspc,vite,peg2000,90,5,5,75,50,5,400,100
hspc,vite,peg2000,90,5,5,75,50,5,120,100
hspc,vite,peg2000,90,5,5,75,50,5,30,100
hspc,vite,peg2000,90,5,5,75,30,75,400,100
hspc,vite,peg2000,90,5,5,75,30,75,120,100
hspc,vite,peg2000,90,5,5,75,30,75,30,100
hspc,vite,peg2000,90,5,5,75,30,50,400,100
hspc,vite,peg2000,90,5,5,75,30,50,120,100
hspc,vite,peg2000,90,5,5,75,30,50,30,100
hspc,vite,peg2000,90,5,5,75,30,30,400,100
hspc,vite,peg2000,90,5,5,75,30,30,120,100
hspc,vite,peg2000,90,5,5,75,30,30,30,100
hspc,vite,peg2000,90,5,5,75,30,25,400,100
hspc,vite,peg2000,90,5,5,75,30,25,120,100
hspc,vite,peg2000,90,5,5,75,30,25,30,100
hspc,vite,peg2000,90,5,5,75,30,20,400,100
hspc,vite,peg2000,90,5,5,75,30,20,120,100
hspc,vite,peg2000,90,5,5,75,30,20,30,100
hspc,vite,peg2000,90,5,5,75,30,10,400,100
hspc,vite,peg2000,90,5,5,75,30,10,120,100
hspc,vite,peg2000,90,5,5,75,30,10,30,100
hspc,vite,peg2000,90,5,5,75,30,5,400,100
hspc,vite,peg2000,90,5,5,75,30,5,120,100
hspc,vite,peg2000,90,5,5,75,30,5,30,100
hspc,vite,peg2000,90,5,5,75,25,75,400,100
hspc,vite,peg2000,90,5,5,75,25,75,120,100
hspc,vite,peg2000,90,5,5,75,25,75,30,100
hspc,vite,peg2000,90,5,5,75,25,50,400,100
hspc,vite,peg2000,90,5,5,75,25,50,120,100
hspc,vite,peg2000,90,5,5,75,25,50,30,100
hspc,vite,peg2000,90,5,5,75,25,30,400,100
hspc,vite,peg2000,90,5,5,75,25,30,120,100
hspc,vite,peg2000,90,5,5,75,25,30,30,100
hspc,vite,peg2000,90,5,5,75,25,25,400,100
hspc,vite,peg2000,90,5,5,75,25,25,120,100
hspc,vite,peg2000,90,5,5,75,25,25,30,100
hspc,vite,peg2000,90,5,5,75,25,20,400,100
hspc,vite,peg2000,90,5,5,75,25,20,120,100
hspc,vite,peg2000,90,5,5,75,25,20,30,100
hspc,vite,peg2000,90,5,5,75,25,10,400,100
hspc,vite,peg2000,90,5,5,75,25,10,120,100
hspc,vite,peg2000,90,5,5,75,25,10,30,100
hspc,vite,peg2000,90,5,5,75,25,5,400,100
hspc,vite,peg2000,90,5,5,75,25,5,120,100
hspc,vite,peg2000,90,5,5,75,25,5,30,100
hspc,vite,peg2000,90,5,5,75,20,75,400,100
hspc,vite,peg2000,90,5,5,75,20,75,120,100
hspc,vite,peg2000,90,5,5,75,20,75,30,100
hspc,vite,peg2000,90,5,5,75,20,50,400,100
hspc,vite,peg2000,90,5,5,75,20,50,120,100
hspc,vite,peg2000,90,5,5,75,20,50,30,100
hspc,vite,peg2000,90,5,5,75,20,30,400,100
hspc,vite,peg2000,90,5,5,75,20,30,120,100
hspc,vite,peg2000,90,5,5,75,20,30,30,100
hspc,vite,peg2000,90,5,5,75,20,25,400,100
hspc,vite,peg2000,90,5,5,75,20,25,120,100
hspc,vite,peg2000,90,5,5,75,20,25,30,100
hspc,vite,peg2000,90,5,5,75,20,20,400,100
hspc,vite,peg2000,90,5,5,75,20,20,120,100
hspc,vite,peg2000,90,5,5,75,20,20,30,100
hspc,vite,peg2000,90,5,5,75,20,10,400,100
hspc,vite,peg2000,90,5,5,75,20,10,120,100
hspc,vite,peg2000,90,5,5,75,20,10,30,100
hspc,vite,peg2000,90,5,5,75,20,5,400,100
hspc,vite,peg2000,90,5,5,75,20,5,120,100
hspc,vite,peg2000,90,5,5,75,20,5,30,100
hspc,vite,peg2000,90,5,5,75,10,75,400,100
hspc,vite,peg2000,90,5,5,75,10,75,120,100
hspc,vite,peg2000,90,5,5,75,10,75,30,100
hspc,vite,peg2000,90,5,5,75,10,50,400,100
hspc,vite,peg2000,90,5,5,75,10,50,120,100
hspc,vite,peg2000,90,5,5,75,10,50,30,100
hspc,vite,peg2000,90,5,5,75,10,30,400,100
hspc,vite,peg2000,90,5,5,75,10,30,120,100
hspc,vite,peg2000,90,5,5,75,10,30,30,100
hspc,vite,peg2000,90,5,5,75,10,25,400,100
hspc,vite,peg2000,90,5,5,75,10,25,120,100
hspc,vite,peg2000,90,5,5,75,10,25,30,100
hspc,vite,peg2000,90,5,5,75,10,20,400,100
hspc,vite,peg2000,90,5,5,75,10,20,120,100
hspc,vite,peg2000,90,5,5,75,10,20,30,100
hspc,vite,peg2000,90,5,5,75,10,10,400,100
hspc,vite,peg2000,90,5,5,75,10,10,120,100
hspc,vite,peg2000,90,5,5,75,10,10,30,100
hspc,vite,peg2000,90,5,5,75,10,5,400,100
hspc,vite,peg2000,90,5,5,75,10,5,120,100
hspc,vite,peg2000,90,5,5,75,10,5,30,100
hspc,vite,peg2000,90,5,5,75,5,75,400,100
hspc,vite,peg2000,90,5,5,75,5,75,120,100
hspc,vite,peg2000,90,5,5,75,5,75,30,100
hspc,vite,peg2000,90,5,5,75,5,50,400,100
hspc,vite,peg2000,90,5,5,75,5,50,120,100
hspc,vite,peg2000,90,5,5,75,5,50,30,100
hspc,vite,peg2000,90,5,5,75,5,30,400,100
hspc,vite,peg2000,90,5,5,75,5,30,120,100
hspc,vite,peg2000,90,5,5,75,5,30,30,100
hspc,vite,peg2000,90,5,5,75,5,25,400,100
hspc,vite,peg2000,90,5,5,75,5,25,120,100
hspc,vite,peg2000,90,5,5,75,5,25,30,100
hspc,vite,peg2000,90,5,5,75,5,20,400,100
hspc,vite,peg2000,90,5,5,75,5,20,120,100
hspc,vite,peg2000,90,5,5,75,5,20,30,100
hspc,vite,peg2000,90,5,5,75,5,10,400,100
hspc,vite,peg2000,90,5,5,75,5,10,120,100
hspc,vite,peg2000,90,5,5,75,5,10,30,100
hspc,vite,peg2000,90,5,5,75,5,5,400,100
hspc,vite,peg2000,90,5,5,75,5,5,120,100
hspc,vite,peg2000,90,5,5,75,5,5,30,100
hspc,vite,peg2000,90,5,5,50,75,75,400,100
hspc,vite,peg2000,90,5,5,50,75,75,120,100
hspc,vite,peg2000,90,5,5,50,75,75,30,100
hspc,vite,peg2000,90,5,5,50,75,50,400,100
hspc,vite,peg2000,90,5,5,50,75,50,120,100
hspc,vite,peg2000,90,5,5,50,75,50,30,100
hspc,vite,peg2000,90,5,5,50,75,30,400,100
hspc,vite,peg2000,90,5,5,50,75,30,120,100
hspc,vite,peg2000,90,5,5,50,75,30,30,100
hspc,vite,peg2000,90,5,5,50,75,25,400,100
hspc,vite,peg2000,90,5,5,50,75,25,120,100
hspc,vite,peg2000,90,5,5,50,75,25,30,100
hspc,vite,peg2000,90,5,5,50,75,20,400,100
hspc,vite,peg2000,90,5,5,50,75,20,120,100
hspc,vite,peg2000,90,5,5,50,75,20,30,100
hspc,vite,peg2000,90,5,5,50,75,10,400,100
hspc,vite,peg2000,90,5,5,50,75,10,120,100
hspc,vite,peg2000,90,5,5,50,75,10,30,100
hspc,vite,peg2000,90,5,5,50,75,5,400,100
hspc,vite,peg2000,90,5,5,50,75,5,120,100
hspc,vite,peg2000,90,5,5,50,75,5,30,100
hspc,vite,peg2000,90,5,5,50,50,75,400,100
hspc,vite,peg2000,90,5,5,50,50,75,120,100
hspc,vite,peg2000,90,5,5,50,50,75,30,100
hspc,vite,peg2000,90,5,5,50,50,50,400,100
hspc,vite,peg2000,90,5,5,50,50,50,120,100
hspc,vite,peg2000,90,5,5,50,50,50,30,100
hspc,vite,peg2000,90,5,5,50,50,30,400,100
hspc,vite,peg2000,90,5,5,50,50,30,120,100
hspc,vite,peg2000,90,5,5,50,50,30,30,100
hspc,vite,peg2000,90,5,5,50,50,25,400,100
hspc,vite,peg2000,90,5,5,50,50,25,120,100
hspc,vite,peg2000,90,5,5,50,50,25,30,100
hspc,vite,peg2000,90,5,5,50,50,20,400,100
hspc,vite,peg2000,90,5,5,50,50,20,120,100
hspc,vite,peg2000,90,5,5,50,50,20,30,100
hspc,vite,peg2000,90,5,5,50,50,10,400,100
hspc,vite,peg2000,90,5,5,50,50,10,120,100
hspc,vite,peg2000,90,5,5,50,50,10,30,100
hspc,vite,peg2000,90,5,5,50,50,5,400,100
hspc,vite,peg2000,90,5,5,50,50,5,120,100
hspc,vite,peg2000,90,5,5,50,50,5,30,100
hspc,vite,peg2000,90,5,5,50,30,75,400,100
hspc,vite,peg2000,90,5,5,50,30,75,120,100
hspc,vite,peg2000,90,5,5,50,30,75,30,100
hspc,vite,peg2000,90,5,5,50,30,50,400,100
hspc,vite,peg2000,90,5,5,50,30,50,120,100
hspc,vite,peg2000,90,5,5,50,30,50,30,100
hspc,vite,peg2000,90,5,5,50,30,30,400,100
hspc,vite,peg2000,90,5,5,50,30,30,120,100
hspc,vite,peg2000,90,5,5,50,30,30,30,100
hspc,vite,peg2000,90,5,5,50,30,25,400,100
hspc,vite,peg2000,90,5,5,50,30,25,120,100
hspc,vite,peg2000,90,5,5,50,30,25,30,100
hspc,vite,peg2000,90,5,5,50,30,20,400,100
hspc,vite,peg2000,90,5,5,50,30,20,120,100
hspc,vite,peg2000,90,5,5,50,30,20,30,100
hspc,vite,peg2000,90,5,5,50,30,10,400,100
hspc,vite,peg2000,90,5,5,50,30,10,120,100
hspc,vite,peg2000,90,5,5,50,30,10,30,100
hspc,vite,peg2000,90,5,5,50,30,5,400,100
hspc,vite,peg2000,90,5,5,50,30,5,120,100
hspc,vite,peg2000,90,5,5,50,30,5,30,100
hspc,vite,peg2000,90,5,5,50,25,75,400,100
hspc,vite,peg2000,90,5,5,50,25,75,120,100
hspc,vite,peg2000,90,5,5,50,25,75,30,100
hspc,vite,peg2000,90,5,5,50,25,50,400,100
hspc,vite,peg2000,90,5,5,50,25,50,120,100
hspc,vite,peg2000,90,5,5,50,25,50,30,100
hspc,vite,peg2000,90,5,5,50,25,30,400,100
hspc,vite,peg2000,90,5,5,50,25,30,120,100
hspc,vite,peg2000,90,5,5,50,25,30,30,100
hspc,vite,peg2000,90,5,5,50,25,25,400,100
hspc,vite,peg2000,90,5,5,50,25,25,120,100
hspc,vite,peg2000,90,5,5,50,25,25,30,100
hspc,vite,peg2000,90,5,5,50,25,20,400,100
hspc,vite,peg2000,90,5,5,50,25,20,120,100
hspc,vite,peg2000,90,5,5,50,25,20,30,100
hspc,vite,peg2000,90,5,5,50,25,10,400,100
hspc,vite,peg2000,90,5,5,50,25,10,120,100
hspc,vite,peg2000,90,5,5,50,25,10,30,100
hspc,vite,peg2000,90,5,5,50,25,5,400,100
hspc,vite,peg2000,90,5,5,50,25,5,120,100
hspc,vite,peg2000,90,5,5,50,25,5,30,100
hspc,vite,peg2000,90,5,5,50,20,75,400,100
hspc,vite,peg2000,90,5,5,50,20,75,120,100
hspc,vite,peg2000,90,5,5,50,20,75,30,100
hspc,vite,peg2000,90,5,5,50,20,50,400,100
hspc,vite,peg2000,90,5,5,50,20,50,120,100
hspc,vite,peg2000,90,5,5,50,20,50,30,100
hspc,vite,peg2000,90,5,5,50,20,30,400,100
hspc,vite,peg2000,90,5,5,50,20,30,120,100
hspc,vite,peg2000,90,5,5,50,20,30,30,100
hspc,vite,peg2000,90,5,5,50,20,25,400,100
hspc,vite,peg2000,90,5,5,50,20,25,120,100
hspc,vite,peg2000,90,5,5,50,20,25,30,100
hspc,vite,peg2000,90,5,5,50,20,20,400,100
hspc,vite,peg2000,90,5,5,50,20,20,120,100
hspc,vite,peg2000,90,5,5,50,20,20,30,100
hspc,vite,peg2000,90,5,5,50,20,10,400,100
hspc,vite,peg2000,90,5,5,50,20,10,120,100
hspc,vite,peg2000,90,5,5,50,20,10,30,100
hspc,vite,peg2000,90,5,5,50,20,5,400,100
hspc,vite,peg2000,90,5,5,50,20,5,120,100
hspc,vite,peg2000,90,5,5,50,20,5,30,100
hspc,vite,peg2000,90,5,5,50,10,75,400,100
hspc,vite,peg2000,90,5,5,50,10,75,120,100
hspc,vite,peg2000,90,5,5,50,10,75,30,100
hspc,vite,peg2000,90,5,5,50,10,50,400,100
hspc,vite,peg2000,90,5,5,50,10,50,120,100
hspc,vite,peg2000,90,5,5,50,10,50,30,100
hspc,vite,peg2000,90,5,5,50,10,30,400,100
hspc,vite,peg2000,90,5,5,50,10,30,120,100
hspc,vite,peg2000,90,5,5,50,10,30,30,100
hspc,vite,peg2000,90,5,5,50,10,25,400,100
hspc,vite,peg2000,90,5,5,50,10,25,120,100
hspc,vite,peg2000,90,5,5,50,10,25,30,100
hspc,vite,peg2000,90,5,5,50,10,20,400,100
hspc,vite,peg2000,90,5,5,50,10,20,120,100
hspc,vite,peg2000,90,5,5,50,10,20,30,100
hspc,vite,peg2000,90,5,5,50,10,10,400,100
hspc,vite,peg2000,90,5,5,50,10,10,120,100
hspc,vite,peg2000,90,5,5,50,10,10,30,100
hspc,vite,peg2000,90,5,5,50,10,5,400,100
hspc,vite,peg2000,90,5,5,50,10,5,120,100
hspc,vite,peg2000,90,5,5,50,10,5,30,100
hspc,vite,peg2000,90,5,5,50,5,75,400,100
hspc,vite,peg2000,90,5,5,50,5,75,120,100
hspc,vite,peg2000,90,5,5,50,5,75,30,100
hspc,vite,peg2000,90,5,5,50,5,50,400,100
hspc,vite,peg2000,90,5,5,50,5,50,120,100
hspc,vite,peg2000,90,5,5,50,5,50,30,100
hspc,vite,peg2000,90,5,5,50,5,30,400,100
hspc,vite,peg2000,90,5,5,50,5,30,120,100
hspc,vite,peg2000,90,5,5,50,5,30,30,100
hspc,vite,peg2000,90,5,5,50,5,25,400,100
hspc,vite,peg2000,90,5,5,50,5,25,120,100
hspc,vite,peg2000,90,5,5,50,5,25,30,100
hspc,vite,peg2000,90,5,5,50,5,20,400,100
hspc,vite,peg2000,90,5,5,50,5,20,120,100
hspc,vite,peg2000,90,5,5,50,5,20,30,100
hspc,vite,peg2000,90,5,5,50,5,10,400,100
hspc,vite,peg2000,90,5,5,50,5,10,120,100
hspc,vite,peg2000,90,5,5,50,5,10,30,100
hspc,vite,peg2000,90,5,5,50,5,5,400,100
hspc,vite,peg2000,90,5,5,50,5,5,120,100
hspc,vite,peg2000,90,5,5,50,5,5,30,100
hspc,vite,peg2000,90,5,5,30,75,75,400,100
hspc,vite,peg2000,90,5,5,30,75,75,120,100
hspc,vite,peg2000,90,5,5,30,75,75,30,100
hspc,vite,peg2000,90,5,5,30,75,50,400,100
hspc,vite,peg2000,90,5,5,30,75,50,120,100
hspc,vite,peg2000,90,5,5,30,75,50,30,100
hspc,vite,peg2000,90,5,5,30,75,30,400,100
hspc,vite,peg2000,90,5,5,30,75,30,120,100
hspc,vite,peg2000,90,5,5,30,75,30,30,100
hspc,vite,peg2000,90,5,5,30,75,25,400,100
hspc,vite,peg2000,90,5,5,30,75,25,120,100
hspc,vite,peg2000,90,5,5,30,75,25,30,100
hspc,vite,peg2000,90,5,5,30,75,20,400,100
hspc,vite,peg2000,90,5,5,30,75,20,120,100
hspc,vite,peg2000,90,5,5,30,75,20,30,100
hspc,vite,peg2000,90,5,5,30,75,10,400,100
hspc,vite,peg2000,90,5,5,30,75,10,120,100
hspc,vite,peg2000,90,5,5,30,75,10,30,100
hspc,vite,peg2000,90,5,5,30,75,5,400,100
hspc,vite,peg2000,90,5,5,30,75,5,120,100
hspc,vite,peg2000,90,5,5,30,75,5,30,100
hspc,vite,peg2000,90,5,5,30,50,75,400,100
hspc,vite,peg2000,90,5,5,30,50,75,120,100
hspc,vite,peg2000,90,5,5,30,50,75,30,100
hspc,vite,peg2000,90,5,5,30,50,50,400,100
hspc,vite,peg2000,90,5,5,30,50,50,120,100
hspc,vite,peg2000,90,5,5,30,50,50,30,100
hspc,vite,peg2000,90,5,5,30,50,30,400,100
hspc,vite,peg2000,90,5,5,30,50,30,120,100
hspc,vite,peg2000,90,5,5,30,50,30,30,100
hspc,vite,peg2000,90,5,5,30,50,25,400,100
hspc,vite,peg2000,90,5,5,30,50,25,120,100
hspc,vite,peg2000,90,5,5,30,50,25,30,100
hspc,vite,peg2000,90,5,5,30,50,20,400,100
hspc,vite,peg2000,90,5,5,30,50,20,120,100
hspc,vite,peg2000,90,5,5,30,50,20,30,100
hspc,vite,peg2000,90,5,5,30,50,10,400,100
hspc,vite,peg2000,90,5,5,30,50,10,120,100
hspc,vite,peg2000,90,5,5,30,50,10,30,100
hspc,vite,peg2000,90,5,5,30,50,5,400,100
hspc,vite,peg2000,90,5,5,30,50,5,120,100
hspc,vite,peg2000,90,5,5,30,50,5,30,100
hspc,vite,peg2000,90,5,5,30,30,75,400,100
hspc,vite,peg2000,90,5,5,30,30,75,120,100
hspc,vite,peg2000,90,5,5,30,30,75,30,100
hspc,vite,peg2000,90,5,5,30,30,50,400,100
hspc,vite,peg2000,90,5,5,30,30,50,120,100
hspc,vite,peg2000,90,5,5,30,30,50,30,100
hspc,vite,peg2000,90,5,5,30,30,30,400,100
hspc,vite,peg2000,90,5,5,30,30,30,120,100
hspc,vite,peg2000,90,5,5,30,30,30,30,100
hspc,vite,peg2000,90,5,5,30,30,25,400,100
hspc,vite,peg2000,90,5,5,30,30,25,120,100
hspc,vite,peg2000,90,5,5,30,30,25,30,100
hspc,vite,peg2000,90,5,5,30,30,20,400,100
hspc,vite,peg2000,90,5,5,30,30,20,120,100
hspc,vite,peg2000,90,5,5,30,30,20,30,100
hspc,vite,peg2000,90,5,5,30,30,10,400,100
hspc,vite,peg2000,90,5,5,30,30,10,120,100
hspc,vite,peg2000,90,5,5,30,30,10,30,100
hspc,vite,peg2000,90,5,5,30,30,5,400,100
hspc,vite,peg2000,90,5,5,30,30,5,120,100
hspc,vite,peg2000,90,5,5,30,30,5,30,100
hspc,vite,peg2000,90,5,5,30,25,75,400,100
hspc,vite,peg2000,90,5,5,30,25,75,120,100
hspc,vite,peg2000,90,5,5,30,25,75,30,100
hspc,vite,peg2000,90,5,5,30,25,50,400,100
hspc,vite,peg2000,90,5,5,30,25,50,120,100
hspc,vite,peg2000,90,5,5,30,25,50,30,100
hspc,vite,peg2000,90,5,5,30,25,30,400,100
hspc,vite,peg2000,90,5,5,30,25,30,120,100
hspc,vite,peg2000,90,5,5,30,25,30,30,100
hspc,vite,peg2000,90,5,5,30,25,25,400,100
hspc,vite,peg2000,90,5,5,30,25,25,120,100
hspc,vite,peg2000,90,5,5,30,25,25,30,100
hspc,vite,peg2000,90,5,5,30,25,20,400,100
hspc,vite,peg2000,90,5,5,30,25,20,120,100
hspc,vite,peg2000,90,5,5,30,25,20,30,100
hspc,vite,peg2000,90,5,5,30,25,10,400,100
hspc,vite,peg2000,90,5,5,30,25,10,120,100
hspc,vite,peg2000,90,5,5,30,25,10,30,100
hspc,vite,peg2000,90,5,5,30,25,5,400,100
hspc,vite,peg2000,90,5,5,30,25,5,120,100
hspc,vite,peg2000,90,5,5,30,25,5,30,100
hspc,vite,peg2000,90,5,5,30,20,75,400,100
hspc,vite,peg2000,90,5,5,30,20,75,120,100
hspc,vite,peg2000,90,5,5,30,20,75,30,100
hspc,vite,peg2000,90,5,5,30,20,50,400,100
hspc,vite,peg2000,90,5,5,30,20,50,120,100
hspc,vite,peg2000,90,5,5,30,20,50,30,100
hspc,vite,peg2000,90,5,5,30,20,30,400,100
hspc,vite,peg2000,90,5,5,30,20,30,120,100
hspc,vite,peg2000,90,5,5,30,20,30,30,100
hspc,vite,peg2000,90,5,5,30,20,25,400,100
hspc,vite,peg2000,90,5,5,30,20,25,120,100
hspc,vite,peg2000,90,5,5,30,20,25,30,100
hspc,vite,peg2000,90,5,5,30,20,20,400,100
hspc,vite,peg2000,90,5,5,30,20,20,120,100
hspc,vite,peg2000,90,5,5,30,20,20,30,100
hspc,vite,peg2000,90,5,5,30,20,10,400,100
hspc,vite,peg2000,90,5,5,30,20,10,120,100
hspc,vite,peg2000,90,5,5,30,20,10,30,100
hspc,vite,peg2000,90,5,5,30,20,5,400,100
hspc,vite,peg2000,90,5,5,30,20,5,120,100
hspc,vite,peg2000,90,5,5,30,20,5,30,100
hspc,vite,peg2000,90,5,5,30,10,75,400,100
hspc,vite,peg2000,90,5,5,30,10,75,120,100
hspc,vite,peg2000,90,5,5,30,10,75,30,100
hspc,vite,peg2000,90,5,5,30,10,50,400,100
hspc,vite,peg2000,90,5,5,30,10,50,120,100
hspc,vite,peg2000,90,5,5,30,10,50,30,100
hspc,vite,peg2000,90,5,5,30,10,30,400,100
hspc,vite,peg2000,90,5,5,30,10,30,120,100
hspc,vite,peg2000,90,5,5,30,10,30,30,100
hspc,vite,peg2000,90,5,5,30,10,25,400,100
hspc,vite,peg2000,90,5,5,30,10,25,120,100
hspc,vite,peg2000,90,5,5,30,10,25,30,100
hspc,vite,peg2000,90,5,5,30,10,20,400,100
hspc,vite,peg2000,90,5,5,30,10,20,120,100
hspc,vite,peg2000,90,5,5,30,10,20,30,100
hspc,vite,peg2000,90,5,5,30,10,10,400,100
hspc,vite,peg2000,90,5,5,30,10,10,120,100
hspc,vite,peg2000,90,5,5,30,10,10,30,100
hspc,vite,peg2000,90,5,5,30,10,5,400,100
hspc,vite,peg2000,90,5,5,30,10,5,120,100
hspc,vite,peg2000,90,5,5,30,10,5,30,100
hspc,vite,peg2000,90,5,5,30,5,75,400,100
hspc,vite,peg2000,90,5,5,30,5,75,120,100
hspc,vite,peg2000,90,5,5,30,5,75,30,100
hspc,vite,peg2000,90,5,5,30,5,50,400,100
hspc,vite,peg2000,90,5,5,30,5,50,120,100
hspc,vite,peg2000,90,5,5,30,5,50,30,100
hspc,vite,peg2000,90,5,5,30,5,30,400,100
hspc,vite,peg2000,90,5,5,30,5,30,120,100
hspc,vite,peg2000,90,5,5,30,5,30,30,100
hspc,vite,peg2000,90,5,5,30,5,25,400,100
hspc,vite,peg2000,90,5,5,30,5,25,120,100
hspc,vite,peg2000,90,5,5,30,5,25,30,100
hspc,vite,peg2000,90,5,5,30,5,20,400,100
hspc,vite,peg2000,90,5,5,30,5,20,120,100
hspc,vite,peg2000,90,5,5,30,5,20,30,100
hspc,vite,peg2000,90,5,5,30,5,10,400,100
hspc,vite,peg2000,90,5,5,30,5,10,120,100
hspc,vite,peg2000,90,5,5,30,5,10,30,100
hspc,vite,peg2000,90,5,5,30,5,5,400,100
hspc,vite,peg2000,90,5,5,30,5,5,120,100
hspc,vite,peg2000,90,5,5,30,5,5,30,100
hspc,vite,peg2000,90,5,5,25,75,75,400,100
hspc,vite,peg2000,90,5,5,25,75,75,120,100
hspc,vite,peg2000,90,5,5,25,75,75,30,100
hspc,vite,peg2000,90,5,5,25,75,50,400,100
hspc,vite,peg2000,90,5,5,25,75,50,120,100
hspc,vite,peg2000,90,5,5,25,75,50,30,100
hspc,vite,peg2000,90,5,5,25,75,30,400,100
hspc,vite,peg2000,90,5,5,25,75,30,120,100
hspc,vite,peg2000,90,5,5,25,75,30,30,100
hspc,vite,peg2000,90,5,5,25,75,25,400,100
hspc,vite,peg2000,90,5,5,25,75,25,120,100
hspc,vite,peg2000,90,5,5,25,75,25,30,100
hspc,vite,peg2000,90,5,5,25,75,20,400,100
hspc,vite,peg2000,90,5,5,25,75,20,120,100
hspc,vite,peg2000,90,5,5,25,75,20,30,100
hspc,vite,peg2000,90,5,5,25,75,10,400,100
hspc,vite,peg2000,90,5,5,25,75,10,120,100
hspc,vite,peg2000,90,5,5,25,75,10,30,100
hspc,vite,peg2000,90,5,5,25,75,5,400,100
hspc,vite,peg2000,90,5,5,25,75,5,120,100
hspc,vite,peg2000,90,5,5,25,75,5,30,100
hspc,vite,peg2000,90,5,5,25,50,75,400,100
hspc,vite,peg2000,90,5,5,25,50,75,120,100
hspc,vite,peg2000,90,5,5,25,50,75,30,100
hspc,vite,peg2000,90,5,5,25,50,50,400,100
hspc,vite,peg2000,90,5,5,25,50,50,120,100
hspc,vite,peg2000,90,5,5,25,50,50,30,100
hspc,vite,peg2000,90,5,5,25,50,30,400,100
hspc,vite,peg2000,90,5,5,25,50,30,120,100
hspc,vite,peg2000,90,5,5,25,50,30,30,100
hspc,vite,peg2000,90,5,5,25,50,25,400,100
hspc,vite,peg2000,90,5,5,25,50,25,120,100
hspc,vite,peg2000,90,5,5,25,50,25,30,100
hspc,vite,peg2000,90,5,5,25,50,20,400,100
hspc,vite,peg2000,90,5,5,25,50,20,120,100
hspc,vite,peg2000,90,5,5,25,50,20,30,100
hspc,vite,peg2000,90,5,5,25,50,10,400,100
hspc,vite,peg2000,90,5,5,25,50,10,120,100
hspc,vite,peg2000,90,5,5,25,50,10,30,100
hspc,vite,peg2000,90,5,5,25,50,5,400,100
hspc,vite,peg2000,90,5,5,25,50,5,120,100
hspc,vite,peg2000,90,5,5,25,50,5,30,100
hspc,vite,peg2000,90,5,5,25,30,75,400,100
hspc,vite,peg2000,90,5,5,25,30,75,120,100
hspc,vite,peg2000,90,5,5,25,30,75,30,100
hspc,vite,peg2000,90,5,5,25,30,50,400,100
hspc,vite,peg2000,90,5,5,25,30,50,120,100
hspc,vite,peg2000,90,5,5,25,30,50,30,100
hspc,vite,peg2000,90,5,5,25,30,30,400,100
hspc,vite,peg2000,90,5,5,25,30,30,120,100
hspc,vite,peg2000,90,5,5,25,30,30,30,100
hspc,vite,peg2000,90,5,5,25,30,25,400,100
hspc,vite,peg2000,90,5,5,25,30,25,120,100
hspc,vite,peg2000,90,5,5,25,30,25,30,100
hspc,vite,peg2000,90,5,5,25,30,20,400,100
hspc,vite,peg2000,90,5,5,25,30,20,120,100
